CornerHelp — master provider call sheet · 99 organizations · all 254 Texas counties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Requirements list will be given after scheduled appointment,,,,,,,,,,,,,,,,FILL THESE IN — in the order the script asks for them. Blank beats guessed.,,,,,,,,,,,,,,,,,,
WEEK 1,#,Organization,City,Address,Phone,Programs,Help offered,Counties,ZIPs,People reached,Counties served,ZIP codes served,Source,slug — do not edit,rent slug — do not edit,Status,Rent status,SERVICE AREA — whole county? which areas?,Funding lasts until,Reopens on,How to apply,Hours,Daily cap,Documents required,Most common reason turned away,Anything changing,Spoke with,Call outcome,Note,Called (date),VA,,,
,243,Emergency Rental Assistance — Catholic Charities / Interfaith Ministries / Opening Doors,,,15043664251,Assistance services,rent_assistance,1,11,"207,653",Santa Rosa,32530 32561 32562 32563 32564 32565 32566 32570 32571 32572 32583,CornerHelp field research,emergency-rental-assistance-catholic-charities-interfaith-ministries-opening-doo,,,,,,,,,,,,,,,,,,,,
,244,Escambia County SHIP / Housing Assistance,Escambia County,,18504580466,Assistance services,rent_assistance,1,23,"331,275",Escambia,32501 32502 32503 32504 32505 32506 32507 32508 32513 32514 32516 32522 32523 32524 32526 32533 32534 32535 32560 32561 32568 32577 32591,CornerHelp field research,escambia-county-ship-housing-assistance,,,,,,,,,,,,,,,,,,,,
,245,Farm Share — Emergency Food Assistance Referral,Homestead,"14125 SW 320th St, Homestead, FL 33033",13052463276,Assistance services,food_pantry,1,22,"170,174",Citrus,34423 34428 34429 34433 34434 34436 34441 34442 34445 34446 34447 34448 34449 34450 34451 34452 34453 34460 34461 34464 34465 34487,CornerHelp field research,farm-share-emergency-food-assistance-referral,,,,,,,,,,,,,,,,,,,,
,246,Feeding Tampa Bay — Food Assistance Network,Tampa,"3624 Causeway Blvd, Tampa, FL 33619",18132541190,Assistance services,food_pantry,1,81,"1,581,426",Hillsborough,33508 33509 33510 33511 33527 33530 33534 33547 33548 33549 33550 33556 33558 33559 33563 33564 33565 33566 33567 33568 33569 33570 33571 33572 33573 33575 33578 33579 33583 33584 33587 33592 33594 33595 33596 33598 33601 33602 33603 33604 33605 33606 33607 33609 33610 33611 33612 33613 33614 33615 33616 33617 33618 33619 33621 33622 33623 33624 33625 33626 33629 33634 33635 33637 33646 33647 33672 33673 33674 33675 33677 33679 33680 33681 33682 33684 33685 33687 33688 33689 33694,CornerHelp field research,feeding-tampa-bay-food-assistance-network,,,,,,,,,,,,,,,,,,,,
,247,Flagler County Human Services — Emergency Assistance,Bunnell,"2199 Commerce Pkwy, Bunnell, FL 32110",13863134000,Assistance services,rent_assistance,1,6,"136,744",Flagler,32110 32135 32136 32137 32164 32174,CornerHelp field research,flagler-county-human-services-emergency-assistance,,,,,,,,,,,,,,,,,,,,
,248,Florida Department of Health in Duval County — WIC,Jacksonville,"3225 University Blvd S, Jacksonville, FL 32216 (one WIC site)",10425315001,Assistance services,food_pantry,1,46,"1,055,159",Duval,32081 32202 32203 32204 32205 32206 32207 32208 32209 32210 32211 32212 32216 32217 32218 32219 32220 32221 32222 32223 32224 32225 32226 32227 32228 32229 32233 32234 32235 32236 32238 32239 32240 32241 32244 32245 32246 32247 32250 32254 32255 32256 32257 32258 32266 32277,CornerHelp field research,florida-department-of-health-in-duval-county-wic,,,,,,,,,,,,,,,,,,,,
,249,Florida Department of Health in Escambia County — WIC,Pensacola,"1295 W. Fairfield Dr, Pensacola, FL 32501",18505956670,Assistance services,food_pantry,1,23,"331,275",Escambia,32501 32502 32503 32504 32505 32506 32507 32508 32513 32514 32516 32522 32523 32524 32526 32533 32534 32535 32560 32561 32568 32577 32591,CornerHelp field research,florida-department-of-health-in-escambia-county-wic,,,,,,,,,,,,,,,,,,,,
,250,Florida Department of Health in Gadsden County — WIC,Quincy,"278 Lasalle Leffall Dr, Quincy, FL 32351",15087572002,Assistance services,food_pantry,1,6,"44,151",Gadsden,32324 32332 32333 32343 32351 32352,CornerHelp field research,florida-department-of-health-in-gadsden-county-wic,,,,,,,,,,,,,,,,,,,,
,251,Florida Department of Health in Lafayette County — WIC,Mayo,"140 SW Virginia Circle, Mayo, FL 32066",18003423556,Assistance services,food_pantry,1,2,"8,640",Lafayette,32008 32066,CornerHelp field research,florida-department-of-health-in-lafayette-county-wic,,,,,,,,,,,,,,,,,,,,
,252,Florida Department of Health — WIC,Port St. Joe,"2475 Garrison Ave, Port St. Joe, FL 32456",18508724666,Assistance services,food_pantry,1,2,"15,876",Gulf,32456 32465,CornerHelp field research,florida-department-of-health-wic,,,,,,,,,,,,,,,,,,,,
,253,"Food Pantry of Gilchrist County, Inc.",Trenton,"112 NE 1st Ave, Trenton, FL 32693",13524632710,Assistance services,food_pantry,1,4,"20,233",Gilchrist,32008 32619 32643 32693,CornerHelp field research,food-pantry-of-gilchrist-county-inc,,,,,,,,,,,,,,,,,,,,
,254,Franklin County Food Pantry — Franklin's Promise Coalition,Apalachicola,"192 14th St, Apalachicola, FL 32320",18506533930,Assistance services,food_pantry,1,5,"12,979",Franklin,32320 32322 32328 32346 32358,CornerHelp field research,franklin-county-food-pantry-franklin-s-promise-coalition,,,,,,,,,,,,,,,,,,,,
,255,Franklin County SHIP — Housing Assistance,Eastpoint,"248 US Hwy 98, Eastpoint, FL 32328",18506535851,Assistance services,rent_assistance,1,5,"12,979",Franklin,32320 32322 32328 32346 32358,CornerHelp field research,franklin-county-ship-housing-assistance,,,,,,,,,,,,,,,,,,,,
,256,Gadsden County SHIP / Community Development Housing Assistance,Community Development,,18508758659,Assistance services,rent_assistance,1,6,"44,151",Gadsden,32324 32332 32333 32343 32351 32352,CornerHelp field research,gadsden-county-ship-community-development-housing-assistance,,,,,,,,,,,,,,,,,,,,
,257,Glades County Social Services / Emergency Rental Assistance,Glades County,,18639560411,Assistance services,rent_assistance,1,4,"13,132",Glades,33471 33935 33960 34974,CornerHelp field research,glades-county-social-services-emergency-rental-assistance,,,,,,,,,,,,,,,,,,,,
,258,Gulf County SHIP / Affordable Housing Assistance,Gulf County,,18503123932,Assistance services,rent_assistance,1,2,"15,876",Gulf,32456 32465,CornerHelp field research,gulf-county-ship-affordable-housing-assistance,,,,,,,,,,,,,,,,,,,,
,259,Hamilton County Community Resources & Second Harvest of the Big Bend,Jasper,"1153 US Hwy 41 NW, Jasper, FL 32052",13867926647,Assistance services,food_pantry,1,3,"14,334",Hamilton,32052 32053 32096,CornerHelp field research,hamilton-county-community-resources-second-harvest-of-the-big-bend,,,,,,,,,,,,,,,,,,,,
,260,Hamilton County SHIP,Jasper,"1153 US Hwy 41 NW, Suite 2, Jasper, FL 32052",13867920507,Assistance services,rent_assistance,1,3,"14,334",Hamilton,32052 32053 32096,CornerHelp field research,hamilton-county-ship,,,,,,,,,,,,,,,,,,,,
,261,Hardee Help Center — Crisis Food Assistance,Wauchula,"1330 US Hwy 17 South, Wauchula, FL 33873",18637730034,Assistance services,"food_pantry, rent_assistance",1,4,"26,068",Hardee,33834 33865 33873 33890,CornerHelp field research,hardee-help-center-crisis-food-assistance,,,,,,,,,,,,,,,,,,,,
,262,Harry Chapin Food Bank of Southwest Florida — TEFAP / Local Partner Pantries,Fort Myers,"3760 Fowler St, Fort Myers, FL 33901",12393347007,Assistance services,food_pantry,1,47,"860,959",Lee,33901 33902 33903 33904 33905 33906 33907 33908 33909 33910 33912 33913 33914 33915 33916 33917 33918 33919 33920 33921 33922 33924 33928 33929 33931 33932 33936 33955 33956 33957 33965 33966 33967 33970 33971 33972 33973 33974 33976 33990 33991 33993 33994 34133 34134 34135 34136,CornerHelp field research,harry-chapin-food-bank-of-southwest-florida-tefap-local-partner-pantries,,,,,,,,,,,,,,,,,,,,
,263,Harvest Time International / Seminole County Food Pantry Network,Sanford,"225 Harvest Time Dr, Sanford, FL 32771",14073289900,Assistance services,food_pantry,1,26,"494,605",Seminole,32701 32703 32707 32708 32714 32715 32716 32718 32719 32730 32732 32746 32747 32750 32751 32752 32762 32765 32766 32771 32772 32773 32779 32791 32792 32795,CornerHelp field research,harvest-time-international-seminole-county-food-pantry-network,,,,,,,,,,,,,,,,,,,,
,264,Heartland Food Bank / Local Partner Pantry Network,Sebring,"P.O. Box 249, Sebring, FL 33871",18633857885,Assistance services,food_pantry,1,11,"109,778",Highlands,33825 33826 33852 33857 33862 33870 33871 33872 33875 33876 33960,CornerHelp field research,heartland-food-bank-local-partner-pantry-network,,,,,,,,,,,,,,,,,,,,
,265,Hendry County SHIP / Housing Assistance,Hendry County,,18636755297,Assistance services,rent_assistance,1,3,"46,130",Hendry,33440 33935 33975,CornerHelp field research,hendry-county-ship-housing-assistance,,,,,,,,,,,,,,,,,,,,
,266,Hernando County Housing & Supportive Services — SHIP / Temporary Rental Assistance,Brooksville,"621 W. Jefferson St, Brooksville, FL 34601",13525404338,Assistance services,rent_assistance,1,15,"218,150",Hernando,33523 33597 34601 34602 34603 34604 34605 34606 34607 34608 34609 34611 34613 34614 34661,CornerHelp field research,hernando-county-housing-supportive-services-ship-temporary-rental-assistance,,,,,,,,,,,,,,,,,,,,
,267,Highlands County Housing / SHIP,Sebring,"618 S. Commerce Ave, Sebring, FL 33870",18634026648,Assistance services,rent_assistance,1,11,"109,778",Highlands,33825 33826 33852 33857 33862 33870 33871 33872 33875 33876 33960,CornerHelp field research,highlands-county-housing-ship,,,,,,,,,,,,,,,,,,,,
,268,Impact Clay / Clay County Community Resource Guide — Rental and Homelessness Assistance,Green Cove Springs,"P.O. Box 1366, Green Cove Springs, FL 32043",19042696300,Assistance services,"eviction_prevention, food_pantry, rent_assistance",1,11,"236,760",Clay,32003 32006 32043 32050 32065 32067 32068 32073 32234 32656 32666,CornerHelp field research,impact-clay-clay-county-community-resource-guide-rental-and-homelessness-assista,,,,,,,,,,,,,,,,,,,,
,269,In the Image of Christ — Utility Assistance,Fort Pierce,"707 N 7th St, Fort Pierce, FL 34950",17724617788,Assistance services,"electric_bill, gas_bill",1,21,"390,670",St. Lucie,34945 34946 34947 34948 34949 34950 34951 34952 34953 34954 34957 34979 34981 34982 34983 34984 34985 34986 34987 34988 34990,CornerHelp field research,in-the-image-of-christ-utility-assistance,,,,,,,,,,,,,,,,,,,,
,270,Innovative Charities — Liberty County Food Pantry,Bristol,"12390 NW Central Ave, Bristol, FL 32321",18505473786,Assistance services,food_pantry,1,3,"7,955",Liberty,32321 32334 32360,CornerHelp field research,innovative-charities-liberty-county-food-pantry,,,,,,,,,,,,,,,,,,,,
,271,Interfaith Emergency Services — Emergency Food Pantry,Ocala,"435 NW 2nd St, Ocala, FL 34475",13526298868,Assistance services,food_pantry,1,37,"428,905",Marion,32113 32133 32134 32162 32179 32183 32195 32617 32667 32668 32686 32696 32702 32784 34420 34421 34430 34431 34432 34470 34471 34472 34473 34474 34475 34476 34477 34478 34479 34480 34481 34482 34483 34488 34489 34491 34492,CornerHelp field research,interfaith-emergency-services-emergency-food-pantry,,,,,,,,,,,,,,,,,,,,
,272,Jackson County Housing Assistance Office — SHIP,Marianna,"4979 Healthy Way, Suite B, Marianna, FL 32446",18504829083,Assistance services,rent_assistance,1,12,"49,980",Jackson,32420 32423 32426 32431 32440 32442 32443 32445 32446 32447 32448 32460,CornerHelp field research,jackson-county-housing-assistance-office-ship,,,,,,,,,,,,,,,,,,,,
,273,Jacksonville Emergency Assistance Program — Rent/Mortgage Assistance,Jacksonville,"1809 Art Museum Dr, Suite 100, Jacksonville, FL 32207",19042552469,Assistance services,"mortgage_assistance, rent_assistance",1,46,"1,055,159",Duval,32081 32202 32203 32204 32205 32206 32207 32208 32209 32210 32211 32212 32216 32217 32218 32219 32220 32221 32222 32223 32224 32225 32226 32227 32228 32229 32233 32234 32235 32236 32238 32239 32240 32241 32244 32245 32246 32247 32250 32254 32255 32256 32257 32258 32266 32277,CornerHelp field research,jacksonville-emergency-assistance-program-rent-mortgage-assistance,,,,,,,,,,,,,,,,,,,,
,274,Leon County SHIP Housing Rental Assistance,Tallahassee,"615 E. Paul Russell Rd, Tallahassee, FL 32301",18506061900,Assistance services,rent_assistance,1,16,"300,488",Leon,32301 32302 32303 32304 32305 32308 32309 32310 32311 32312 32314 32315 32316 32317 32318 32362,CornerHelp field research,leon-county-ship-housing-rental-assistance,,,,,,,,,,,,,,,,,,,,
,275,Levy County SHIP Housing Assistance,Bronson,"310 School St, Suite 112, Bronson, FL 32621",13524865218,Assistance services,rent_assistance,1,11,"47,765",Levy,32618 32621 32625 32626 32644 32668 32693 32696 34431 34449 34498,CornerHelp field research,levy-county-ship-housing-assistance,,,,,,,,,,,,,,,,,,,,
,276,Liberty County Grants / Housing Assistance,Bristol,,18506432692,Assistance services,rent_assistance,1,3,"7,955",Liberty,32321 32334 32360,CornerHelp field research,liberty-county-grants-housing-assistance,,,,,,,,,,,,,,,,,,,,
,277,Local Food Pantry Network / Second Harvest & Partner Agencies,,,13863628860,Assistance services,food_pantry,1,7,"47,536",Suwannee,32008 32024 32060 32062 32064 32071 32094,CornerHelp field research,local-food-pantry-network-second-harvest-partner-agencies,,,,,,,,,,,,,,,,,,,,
,278,Local Housing/Rent Assistance Referral — Calhoun County,,,18506745067,Assistance services,rent_assistance,1,5,"13,278",Calhoun,32421 32424 32430 32438 32449,CornerHelp field research,local-housing-rent-assistance-referral-calhoun-county,,,,,,,,,,,,,,,,,,,,
,279,Marion County Community Services — Rental / Rapid Rehousing Assistance,Ocala,"2631 SE 3rd St, Ocala, FL 34471",13526718770,Assistance services,"eviction_prevention, rent_assistance",1,37,"428,905",Marion,32113 32133 32134 32162 32179 32183 32195 32617 32667 32668 32686 32696 32702 32784 34420 34421 34430 34431 34432 34470 34471 34472 34473 34474 34475 34476 34477 34478 34479 34480 34481 34482 34483 34488 34489 34491 34492,CornerHelp field research,marion-county-community-services-rental-rapid-rehousing-assistance,,,,,,,,,,,,,,,,,,,,
,280,Martin County Human Services — Emergency Financial Assistance / Rental Assistance,Stuart,"435 SE Flagler Ave, Stuart, FL 34994",17722885785,Assistance services,"electric_bill, rent_assistance",1,14,"165,666",Martin,33438 33455 33469 33475 34956 34957 34958 34990 34991 34992 34994 34995 34996 34997,CornerHelp field research,martin-county-human-services-emergency-financial-assistance-rental-assistance,,,,,,,,,,,,,,,,,,,,
,281,Okeechobee County / Salvation Army Emergency Assistance,Okeechobee,,18637636020,Assistance services,rent_assistance,1,3,"42,369",Okeechobee,34972 34973 34974,CornerHelp field research,okeechobee-county-salvation-army-emergency-assistance,,,,,,,,,,,,,,,,,,,,
,282,One-Time Rental Assistance — Salvation Army / United Way of Lake & Sumter,,,13525682284,Assistance services,"food_pantry, rent_assistance",1,12,"154,693",Sumter,32159 32162 32163 33513 33514 33521 33538 33585 33597 34484 34762 34785,CornerHelp field research,one-time-rental-assistance-salvation-army-united-way-of-lake-sumter,,,,,,,,,,,,,,,,,,,,
,283,Orange County Citizens Commission for Children / Community Food Resources,Orlando,"2101 E. Michigan St, Orlando, FL 32806",14078366500,Assistance services,"food_pantry, rent_assistance",1,73,"1,533,646",Orange,32703 32704 32709 32710 32712 32733 32751 32757 32768 32777 32789 32790 32792 32793 32794 32798 32801 32802 32803 32804 32805 32806 32807 32808 32809 32810 32811 32812 32814 32817 32818 32819 32820 32821 32822 32824 32825 32826 32827 32828 32829 32830 32831 32832 32833 32835 32836 32837 32839 32853 32854 32855 32856 32857 32858 32859 32860 32861 32862 32867 32868 32869 32872 32877 32878 34734 34740 34760 34761 34777 34778 34786 34787,CornerHelp field research,orange-county-citizens-commission-for-children-community-food-resources,,,,,,,,,,,,,,,,,,,,
,284,Osceola County Housing & Community Services — Homeless Services Program,Kissimmee,,14077428400,Assistance services,"eviction_prevention, rent_assistance",1,18,"468,058",Osceola,33848 33896 34714 34739 34741 34742 34743 34744 34745 34746 34747 34758 34759 34769 34770 34771 34772 34773,CornerHelp field research,osceola-county-housing-community-services-homeless-services-program,,,,,,,,,,,,,,,,,,,,
